CLIENT_ID,CLIENT_NAME,CLIENT_LASTNAME,EMAIL,STORE_ID,STORE_NAME,LOCATION,PRODUCT_ID,PRODUCT_NAME,CATEGORY,BRAND,ADDRESS_ID,STREET,CITY,STATE,ZIP_CODE,TRANSACTION_ID,QUANTITY_OF_ITEMS_SOLD,UNIT_PRICE,DISCOUNT
42,Client_42,Lastname_42,client_42.lastname_42@example.com,106,Store_106,Location_106,205,Product_205,Electronics,Brand_205,309,Street_309,City_309,State_309,42862,1105,10,50.20185956087219,0.22
41,Client_41,Lastname_41,client_41.lastname_41@example.com,108,Store_108,Location_108,201,Product_201,Electronics,Brand_201,305,Street_305,City_305,State_305,78057,1193,6,49.46352756087912,0.13
29,Client_29,Lastname_29,client_29.lastname_29@example.com,105,Store_105,Location_105,209,,Fashion,Brand_209,308,Street_308,City_308,State_308,60709,1050,8,99.79920178734638,0.02
30,Client_30,Lastname_30,client_30.lastname_30@example.com,110,Store_110,Location_110,202,Product_202,Electronics,Brand_202,301,Street_301,City_301,State_301,93194,1017,5,70.08152692669985,0.16
23,Client_23,Lastname_23,client_23.lastname_23@example.com,102,Store_102,Location_102,203,Product_203,Home,Brand_203,306,Street_306,City_306,State_306,89821,1183,5,20.699439956882074,0.28
27,Client_27,Lastname_27,client_27.lastname_27@example.com,107,Store_107,Location_107,205,Product_205,Home,Brand_205,307,Street_307,City_307,State_307,97973,1167,6,61.45339896031457,0.13
49,Client_49,Lastname_49,client_49.lastname_49@example.com,105,Store_105,Location_105,205,Product_205,Electronics,Brand_205,310,Street_310,City_310,State_310,77551,1181,4,28.05913370020314,0.07
29,Client_29,Lastname_29,client_29.lastname_29@example.com,101,Store_101,Location_101,205,Product_205,Electronics,Brand_205,307,Street_307,City_307,State_307,48288,1096,10,87.40522872701888,0.19
41,Client_41,Lastname_41,client_41.lastname_41@example.com,107,,Location_107,201,Product_201,Electronics,Brand_201,308,Street_308,City_308,State_308,20286,1193,2,40.88685012026293,0.04
12,Client_12,Lastname_12,client_12.lastname_12@example.com,106,Store_106,Location_106,210,Product_210,Home,Brand_210,302,Street_302,City_302,State_302,39742,1135,5,24.619104311852027,0.15
24,Client_24,Lastname_24,client_24.lastname_24@example.com,106,,Location_106,205,Product_205,Electronics,Brand_205,306,Street_306,City_306,State_306,68291,1031,2,56.769193921511985,0.06
35,Client_35,Lastname_35,client_35.lastname_35@example.com,108,Store_108,Location_108,208,Product_208,Fashion,Brand_208,310,Street_310,City_310,State_310,13506,1129,2,68.60954661479725,0.14
38,,Lastname_38,client_38.lastname_38@example.com,105,Store_105,Location_105,208,Product_208,Home,Brand_208,308,Street_308,City_308,State_308,79974,1010,10,25.513988229557516,0.12
35,,Lastname_35,client_35.lastname_35@example.com,107,Store_107,Location_107,203,Product_203,Home,Brand_203,308,Street_308,City_308,State_308,15588,1077,1,64.2068087441863,0.19
5,Client_5,Lastname_5,client_5.lastname_5@example.com,101,,Location_101,202,,Electronics,Brand_202,306,Street_306,City_306,State_306,25036,1199,9,96.36744560741992,0.25
29,Client_29,Lastname_29,client_29.lastname_29@example.com,105,Store_105,Location_105,207,Product_207,Fashion,Brand_207,308,Street_308,City_308,State_308,23393,1167,10,84.34248614522014,0.05
3,Client_3,Lastname_3,client_3.lastname_3@example.com,110,Store_110,Location_110,205,Product_205,Electronics,Brand_205,306,Street_306,City_306,State_306,36886,1033,2,84.0748047881557,0.22
1,Client_1,Lastname_1,client_1.lastname_1@example.com,106,Store_106,Location_106,205,Product_205,Home,Brand_205,309,Street_309,City_309,State_309,29656,1162,4,34.750028130021335,0.17
33,Client_33,Lastname_33,client_33.lastname_33@example.com,107,,Location_107,208,Product_208,Electronics,Brand_208,305,Street_305,City_305,State_305,91075,1034,9,38.44586632843615,0.26
26,Client_26,Lastname_26,client_26.lastname_26@example.com,103,Store_103,Location_103,209,,Fashion,Brand_209,307,Street_307,City_307,State_307,48338,1031,4,84.96851062838516,0.07
44,Client_44,Lastname_44,client_44.lastname_44@example.com,105,Store_105,Location_105,208,Product_208,Electronics,Brand_208,308,Street_308,City_308,State_308,23866,1029,10,21.679234607339147,0.09
41,Client_41,Lastname_41,client_41.lastname_41@example.com,109,Store_109,Location_109,207,Product_207,Fashion,Brand_207,310,Street_310,City_310,State_310,38186,1061,8,52.36162568572235,0.11
38,Client_38,Lastname_38,client_38.lastname_38@example.com,105,Store_105,Location_105,209,Product_209,Electronics,Brand_209,310,Street_310,City_310,State_310,64179,1107,3,77.85549341506103,0.08
16,Client_16,Lastname_16,client_16.lastname_16@example.com,105,Store_105,Location_105,210,Product_210,Home,Brand_210,302,Street_302,City_302,State_302,84135,1181,7,88.96382398364327,0.14
39,Client_39,Lastname_39,client_39.lastname_39@example.com,101,Store_101,Location_101,205,Product_205,Electronics,Brand_205,306,Street_306,City_306,State_306,16653,1194,3,65.54979648630415,0.2
6,Client_6,Lastname_6,client_6.lastname_6@example.com,105,Store_105,Location_105,204,Product_204,Home,Brand_204,304,Street_304,City_304,State_304,43383,1056,2,32.71605750686887,0.28
21,Client_21,Lastname_21,client_21.lastname_21@example.com,108,Store_108,Location_108,206,Product_206,Home,Brand_206,308,Street_308,City_308,State_308,50752,1063,5,27.4763683488418,0.08
15,Client_15,Lastname_15,client_15.lastname_15@example.com,104,Store_104,Location_104,210,Product_210,Fashion,Brand_210,309,Street_309,City_309,State_309,37498,1183,9,68.2867319069665,0.26
43,Client_43,Lastname_43,client_43.lastname_43@example.com,105,Store_105,Location_105,207,Product_207,Electronics,Brand_207,308,Street_308,City_308,State_308,49669,1090,5,70.57990938436598,0.07
21,Client_21,Lastname_21,client_21.lastname_21@example.com,110,Store_110,Location_110,210,,Home,Brand_210,310,Street_310,City_310,State_310,92043,1133,7,74.69704666033847,0.02
17,Client_17,Lastname_17,client_17.lastname_17@example.com,103,Store_103,Location_103,207,Product_207,Home,Brand_207,308,Street_308,City_308,State_308,44933,1078,5,31.917935481148664,0.22
38,Client_38,Lastname_38,client_38.lastname_38@example.com,110,Store_110,Location_110,203,Product_203,Fashion,Brand_203,304,Street_304,City_304,State_304,13992,1009,8,98.17817296166093,0.08
29,Client_29,Lastname_29,client_29.lastname_29@example.com,101,Store_101,Location_101,203,Product_203,Fashion,Brand_203,301,Street_301,City_301,State_301,18328,1171,8,55.85344452815418,0.29
25,Client_25,Lastname_25,client_25.lastname_25@example.com,103,,Location_103,205,Product_205,Home,Brand_205,303,Street_303,City_303,State_303,86671,1104,3,72.54555938737624,0.16
11,Client_11,Lastname_11,client_11.lastname_11@example.com,105,Store_105,Location_105,201,Product_201,Fashion,Brand_201,308,Street_308,City_308,State_308,41415,1006,6,67.5979817477068,0.09
40,Client_40,Lastname_40,client_40.lastname_40@example.com,104,Store_104,Location_104,203,,Electronics,Brand_203,303,Street_303,City_303,State_303,96326,1008,4,50.980551254910935,0.15
18,Client_18,Lastname_18,client_18.lastname_18@example.com,106,Store_106,Location_106,208,Product_208,Electronics,Brand_208,310,Street_310,City_310,State_310,76237,1017,1,86.25015678200297,0.01
1,Client_1,Lastname_1,client_1.lastname_1@example.com,107,Store_107,Location_107,206,Product_206,Fashion,Brand_206,302,Street_302,City_302,State_302,55327,1079,7,18.023514425658604,0.09
35,Client_35,Lastname_35,client_35.lastname_35@example.com,108,Store_108,Location_108,210,Product_210,Home,Brand_210,305,Street_305,City_305,State_305,27464,1079,7,15.48536658987234,0.21
20,Client_20,Lastname_20,client_20.lastname_20@example.com,105,Store_105,Location_105,207,Product_207,Fashion,Brand_207,301,Street_301,City_301,State_301,17918,1115,9,75.28628142014654,0.23
10,Client_10,Lastname_10,client_10.lastname_10@example.com,102,Store_102,Location_102,201,Product_201,Electronics,Brand_201,303,Street_303,City_303,State_303,74225,1027,3,85.49123081618303,0.16
2,Client_2,Lastname_2,client_2.lastname_2@example.com,110,Store_110,Location_110,210,Product_210,Fashion,Brand_210,309,Street_309,City_309,State_309,71090,1073,3,40.13989311833416,0.07
21,Client_21,Lastname_21,client_21.lastname_21@example.com,106,Store_106,Location_106,209,Product_209,Fashion,Brand_209,310,Street_310,City_310,State_310,36512,1098,6,88.53599931124498,0.02
31,Client_31,Lastname_31,client_31.lastname_31@example.com,109,Store_109,Location_109,210,Product_210,Electronics,Brand_210,308,Street_308,City_308,State_308,96331,1152,9,44.89180509838148,0.17
45,Client_45,Lastname_45,client_45.lastname_45@example.com,101,Store_101,Location_101,201,Product_201,Electronics,Brand_201,301,Street_301,City_301,State_301,79906,1116,7,74.64678718577143,0.03
39,Client_39,Lastname_39,client_39.lastname_39@example.com,110,Store_110,Location_110,202,,Fashion,Brand_202,304,Street_304,City_304,State_304,33492,1064,4,96.14880046933418,0.09
37,Client_37,Lastname_37,client_37.lastname_37@example.com,110,Store_110,Location_110,201,,Home,Brand_201,306,Street_306,City_306,State_306,63426,1155,10,39.937207514874764,0.01
43,Client_43,Lastname_43,client_43.lastname_43@example.com,102,Store_102,Location_102,210,Product_210,Home,Brand_210,304,Street_304,City_304,State_304,14684,1014,7,77.5067020697713,0.02
28,Client_28,Lastname_28,client_28.lastname_28@example.com,107,Store_107,Location_107,201,Product_201,Electronics,Brand_201,301,Street_301,City_301,State_301,34531,1127,10,58.327042664677435,0.08
23,Client_23,Lastname_23,client_23.lastname_23@example.com,107,Store_107,Location_107,206,Product_206,Electronics,Brand_206,301,Street_301,City_301,State_301,56721,1182,2,56.75410699383892,0.19
43,Client_43,Lastname_43,client_43.lastname_43@example.com,110,Store_110,Location_110,204,Product_204,Electronics,Brand_204,308,Street_308,City_308,State_308,28529,1103,4,11.97868268411068,0.08
35,Client_35,Lastname_35,client_35.lastname_35@example.com,103,Store_103,Location_103,206,Product_206,Electronics,Brand_206,305,Street_305,City_305,State_305,44218,1019,10,26.822926028412375,0.22
34,Client_34,Lastname_34,client_34.lastname_34@example.com,105,Store_105,Location_105,205,Product_205,Fashion,Brand_205,303,Street_303,City_303,State_303,33371,1122,1,30.742429083462845,0.11
15,Client_15,Lastname_15,client_15.lastname_15@example.com,102,Store_102,Location_102,205,Product_205,Electronics,Brand_205,308,Street_308,City_308,State_308,86205,1131,9,67.09059708106476,0.21
46,Client_46,Lastname_46,client_46.lastname_46@example.com,101,Store_101,Location_101,204,Product_204,Electronics,Brand_204,303,Street_303,City_303,State_303,10317,1155,3,55.40737617113116,0.09
11,Client_11,Lastname_11,client_11.lastname_11@example.com,101,Store_101,Location_101,209,Product_209,Fashion,Brand_209,308,Street_308,City_308,State_308,29330,1006,6,69.20239968115324,0.17
24,Client_24,Lastname_24,client_24.lastname_24@example.com,110,Store_110,Location_110,205,Product_205,Home,Brand_205,306,Street_306,City_306,State_306,35799,1001,3,56.36181568459909,0.03
6,Client_6,Lastname_6,client_6.lastname_6@example.com,109,Store_109,Location_109,210,Product_210,Fashion,Brand_210,306,Street_306,City_306,State_306,49921,1047,5,49.105823366943575,0.16
3,Client_3,Lastname_3,client_3.lastname_3@example.com,106,Store_106,Location_106,206,,Fashion,Brand_206,310,Street_310,City_310,State_310,37362,1063,1,99.25714147591911,0.26
18,Client_18,Lastname_18,client_18.lastname_18@example.com,105,Store_105,Location_105,203,Product_203,Home,Brand_203,309,Street_309,City_309,State_309,94777,1064,4,60.21599555277866,0.13
40,Client_40,Lastname_40,client_40.lastname_40@example.com,105,Store_105,Location_105,210,Product_210,Electronics,Brand_210,304,Street_304,City_304,State_304,72517,1029,6,47.976492692560946,0.26
13,Client_13,Lastname_13,client_13.lastname_13@example.com,102,Store_102,Location_102,204,Product_204,Home,Brand_204,307,Street_307,City_307,State_307,93451,1053,1,76.46869224739376,0.02
25,Client_25,Lastname_25,client_25.lastname_25@example.com,102,Store_102,Location_102,204,Product_204,Electronics,Brand_204,306,Street_306,City_306,State_306,21180,1121,3,24.69175200528787,0.17
45,Client_45,Lastname_45,client_45.lastname_45@example.com,106,Store_106,Location_106,210,Product_210,Fashion,Brand_210,304,Street_304,City_304,State_304,46567,1198,8,98.03631065265705,0.22
5,Client_5,Lastname_5,client_5.lastname_5@example.com,107,Store_107,Location_107,201,Product_201,Home,Brand_201,302,Street_302,City_302,State_302,64726,1114,7,10.470507620120289,0.04
3,Client_3,Lastname_3,client_3.lastname_3@example.com,101,Store_101,Location_101,210,Product_210,Home,Brand_210,310,Street_310,City_310,State_310,36617,1052,7,54.376280677506905,0.14
19,Client_19,Lastname_19,client_19.lastname_19@example.com,110,,Location_110,201,Product_201,Fashion,Brand_201,302,Street_302,City_302,State_302,71437,1193,6,57.713764095475106,0.02
6,Client_6,Lastname_6,client_6.lastname_6@example.com,101,Store_101,Location_101,204,Product_204,Fashion,Brand_204,306,Street_306,City_306,State_306,52167,1088,2,23.35409931736098,0.03
43,Client_43,Lastname_43,client_43.lastname_43@example.com,103,Store_103,Location_103,204,Product_204,Electronics,Brand_204,302,Street_302,City_302,State_302,71489,1077,3,56.543916283120005,0.1
34,Client_34,Lastname_34,client_34.lastname_34@example.com,104,Store_104,Location_104,205,Product_205,Fashion,Brand_205,309,Street_309,City_309,State_309,54411,1068,8,60.47416714443766,0.2
22,Client_22,Lastname_22,client_22.lastname_22@example.com,105,Store_105,Location_105,209,Product_209,Home,Brand_209,308,Street_308,City_308,State_308,47112,1140,10,49.16599757774972,0.06
37,Client_37,Lastname_37,client_37.lastname_37@example.com,106,Store_106,Location_106,204,Product_204,Home,Brand_204,305,Street_305,City_305,State_305,19780,1142,4,38.451674701420316,0.07
9,Client_9,Lastname_9,client_9.lastname_9@example.com,101,Store_101,Location_101,209,Product_209,Electronics,Brand_209,308,Street_308,City_308,State_308,11481,1085,5,35.03543966737567,0.26
33,Client_33,Lastname_33,client_33.lastname_33@example.com,102,Store_102,Location_102,204,Product_204,Fashion,Brand_204,309,Street_309,City_309,State_309,39748,1030,6,25.03282574360667,0.05
2,Client_2,Lastname_2,client_2.lastname_2@example.com,108,Store_108,Location_108,202,Product_202,Home,Brand_202,310,Street_310,City_310,State_310,64197,1187,3,15.152433616541542,0.28
50,Client_50,Lastname_50,client_50.lastname_50@example.com,107,Store_107,Location_107,204,Product_204,Electronics,Brand_204,309,Street_309,City_309,State_309,41942,1005,3,13.961896503762816,0.24
20,Client_20,Lastname_20,client_20.lastname_20@example.com,101,Store_101,Location_101,201,Product_201,Electronics,Brand_201,302,Street_302,City_302,State_302,61120,1075,6,75.37234671357913,0.13
22,Client_22,Lastname_22,client_22.lastname_22@example.com,103,Store_103,Location_103,210,Product_210,Electronics,Brand_210,308,Street_308,City_308,State_308,97730,1005,8,28.164779074627173,0.16
30,Client_30,Lastname_30,client_30.lastname_30@example.com,107,Store_107,Location_107,209,Product_209,Electronics,Brand_209,310,Street_310,City_310,State_310,94541,1145,9,12.938315453916292,0.07
30,Client_30,Lastname_30,client_30.lastname_30@example.com,103,Store_103,Location_103,208,Product_208,Fashion,Brand_208,301,Street_301,City_301,State_301,13557,1198,8,65.42565452526233,0.17
4,Client_4,Lastname_4,client_4.lastname_4@example.com,103,,Location_103,208,Product_208,Electronics,Brand_208,306,Street_306,City_306,State_306,97934,1175,3,10.153771036021404,0.25
14,,Lastname_14,client_14.lastname_14@example.com,101,Store_101,Location_101,201,Product_201,Electronics,Brand_201,302,Street_302,City_302,State_302,17472,1029,4,75.26339022225784,0.22
11,Client_11,Lastname_11,client_11.lastname_11@example.com,103,Store_103,Location_103,201,Product_201,Electronics,Brand_201,310,Street_310,City_310,State_310,88902,1031,10,95.31918111790665,0.12
4,Client_4,Lastname_4,client_4.lastname_4@example.com,104,Store_104,Location_104,210,Product_210,Electronics,Brand_210,310,Street_310,City_310,State_310,74015,1042,1,16.748478949620786,0.14
14,Client_14,Lastname_14,client_14.lastname_14@example.com,104,Store_104,Location_104,209,Product_209,Fashion,Brand_209,305,Street_305,City_305,State_305,18626,1174,4,17.10361075307234,0.13
12,,Lastname_12,client_12.lastname_12@example.com,102,,Location_102,206,Product_206,Electronics,Brand_206,303,Street_303,City_303,State_303,47711,1051,9,15.96738359468292,0.09
14,Client_14,Lastname_14,client_14.lastname_14@example.com,108,Store_108,Location_108,204,Product_204,Electronics,Brand_204,301,Street_301,City_301,State_301,87710,1199,7,85.94767668659352,0.09
10,Client_10,Lastname_10,client_10.lastname_10@example.com,101,Store_101,Location_101,209,Product_209,Fashion,Brand_209,305,Street_305,City_305,State_305,18436,1149,6,85.8383437720958,0.23
19,,Lastname_19,client_19.lastname_19@example.com,104,Store_104,Location_104,206,Product_206,Electronics,Brand_206,309,Street_309,City_309,State_309,18828,1002,3,89.66255602392276,0.11
38,Client_38,Lastname_38,client_38.lastname_38@example.com,107,Store_107,Location_107,205,Product_205,Home,Brand_205,308,Street_308,City_308,State_308,67522,1193,1,72.80162771840051,0.22
12,Client_12,Lastname_12,client_12.lastname_12@example.com,109,Store_109,Location_109,203,Product_203,Fashion,Brand_203,309,Street_309,City_309,State_309,90617,1080,1,53.06879433304837,0.3
9,Client_9,Lastname_9,client_9.lastname_9@example.com,109,Store_109,Location_109,208,Product_208,Home,Brand_208,306,Street_306,City_306,State_306,98756,1143,8,66.24796823648757,0.18
8,Client_8,Lastname_8,client_8.lastname_8@example.com,110,Store_110,Location_110,206,Product_206,Home,Brand_206,302,Street_302,City_302,State_302,51663,1149,10,81.70556000762747,0.03
26,Client_26,Lastname_26,client_26.lastname_26@example.com,109,Store_109,Location_109,201,Product_201,Home,Brand_201,307,Street_307,City_307,State_307,74861,1056,4,83.83617688292962,0.27
6,Client_6,Lastname_6,client_6.lastname_6@example.com,103,Store_103,Location_103,210,Product_210,Home,Brand_210,308,Street_308,City_308,State_308,81391,1099,6,57.66940960698477,0.06
8,Client_8,Lastname_8,client_8.lastname_8@example.com,106,Store_106,Location_106,204,Product_204,Home,Brand_204,306,Street_306,City_306,State_306,12818,1048,6,44.79224470430806,0.26
29,Client_29,Lastname_29,client_29.lastname_29@example.com,103,Store_103,Location_103,205,Product_205,Fashion,Brand_205,308,Street_308,City_308,State_308,77769,1015,8,84.54882964380187,0.14
19,Client_19,Lastname_19,client_19.lastname_19@example.com,105,Store_105,Location_105,207,Product_207,Fashion,Brand_207,309,Street_309,City_309,State_309,79668,1115,1,72.82019781436708,0.18
45,,Lastname_45,client_45.lastname_45@example.com,103,Store_103,Location_103,208,Product_208,Fashion,Brand_208,303,Street_303,City_303,State_303,79572,1090,8,90.60325620941936,0.15
20,Client_20,Lastname_20,client_20.lastname_20@example.com,106,Store_106,Location_106,208,Product_208,Home,Brand_208,301,Street_301,City_301,State_301,46771,1193,6,25.49302216701911,0.17
16,Client_16,Lastname_16,client_16.lastname_16@example.com,103,Store_103,Location_103,202,Product_202,Electronics,Brand_202,310,Street_310,City_310,State_310,22051,1178,8,62.105641918630546,0.2
49,Client_49,Lastname_49,client_49.lastname_49@example.com,108,Store_108,Location_108,201,Product_201,Home,Brand_201,305,Street_305,City_305,State_305,57673,1054,6,39.0858941308463,0.26
23,Client_23,Lastname_23,client_23.lastname_23@example.com,107,Store_107,Location_107,206,Product_206,Fashion,Brand_206,303,Street_303,City_303,State_303,10574,1015,10,34.26064963510169,0.11
49,Client_49,Lastname_49,client_49.lastname_49@example.com,101,Store_101,Location_101,210,Product_210,Fashion,Brand_210,305,Street_305,City_305,State_305,50189,1149,8,38.78191380227448,0.01
32,Client_32,Lastname_32,client_32.lastname_32@example.com,110,,Location_110,205,,Fashion,Brand_205,304,Street_304,City_304,State_304,70606,1074,5,13.960811597330036,0.24
30,Client_30,Lastname_30,client_30.lastname_30@example.com,106,Store_106,Location_106,207,Product_207,Fashion,Brand_207,301,Street_301,City_301,State_301,63428,1098,10,23.70364483620149,0.21
39,Client_39,Lastname_39,client_39.lastname_39@example.com,102,Store_102,Location_102,203,Product_203,Home,Brand_203,307,Street_307,City_307,State_307,13600,1165,6,60.38653804651253,0.3
40,Client_40,Lastname_40,client_40.lastname_40@example.com,103,Store_103,Location_103,205,Product_205,Home,Brand_205,308,Street_308,City_308,State_308,76549,1124,6,73.57095130889034,0.11
40,Client_40,Lastname_40,client_40.lastname_40@example.com,109,Store_109,Location_109,205,Product_205,Electronics,Brand_205,310,Street_310,City_310,State_310,16826,1124,3,17.365742378059856,0.17
30,Client_30,Lastname_30,client_30.lastname_30@example.com,101,Store_101,Location_101,207,Product_207,Electronics,Brand_207,308,Street_308,City_308,State_308,45076,1162,7,28.69485208700564,0.1
14,,Lastname_14,client_14.lastname_14@example.com,107,Store_107,Location_107,205,Product_205,Fashion,Brand_205,306,Street_306,City_306,State_306,53476,1042,1,56.764638125468814,0.05
30,Client_30,Lastname_30,client_30.lastname_30@example.com,110,Store_110,Location_110,203,Product_203,Fashion,Brand_203,309,Street_309,City_309,State_309,93375,1118,2,41.85985288267038,0.16
31,Client_31,Lastname_31,client_31.lastname_31@example.com,109,Store_109,Location_109,208,Product_208,Fashion,Brand_208,302,Street_302,City_302,State_302,11669,1076,3,75.8618404968239,0.08
4,Client_4,Lastname_4,client_4.lastname_4@example.com,107,Store_107,Location_107,205,Product_205,Electronics,Brand_205,302,Street_302,City_302,State_302,67568,1099,9,30.666383199679032,0.02
9,Client_9,Lastname_9,client_9.lastname_9@example.com,110,Store_110,Location_110,208,Product_208,Fashion,Brand_208,306,Street_306,City_306,State_306,11923,1043,10,19.113310300376693,0.22
37,Client_37,Lastname_37,client_37.lastname_37@example.com,101,Store_101,Location_101,202,Product_202,Home,Brand_202,306,Street_306,City_306,State_306,69871,1056,9,29.058419827489395,0.1
20,Client_20,Lastname_20,client_20.lastname_20@example.com,109,Store_109,Location_109,204,Product_204,Electronics,Brand_204,302,Street_302,City_302,State_302,17587,1020,10,15.327824949532292,0.19
3,Client_3,Lastname_3,client_3.lastname_3@example.com,103,Store_103,Location_103,205,Product_205,Fashion,Brand_205,303,Street_303,City_303,State_303,60304,1184,8,42.49439461435454,0.03
37,Client_37,Lastname_37,client_37.lastname_37@example.com,106,Store_106,Location_106,207,Product_207,Fashion,Brand_207,301,Street_301,City_301,State_301,91606,1056,6,19.206191824554857,0.02
10,Client_10,Lastname_10,client_10.lastname_10@example.com,101,Store_101,Location_101,202,Product_202,Electronics,Brand_202,302,Street_302,City_302,State_302,79171,1141,8,66.98962721801902,0.18
42,Client_42,Lastname_42,client_42.lastname_42@example.com,102,Store_102,Location_102,208,Product_208,Home,Brand_208,307,Street_307,City_307,State_307,82273,1146,4,54.63702739884337,0.2
39,Client_39,Lastname_39,client_39.lastname_39@example.com,105,Store_105,Location_105,202,Product_202,Electronics,Brand_202,310,Street_310,City_310,State_310,50989,1107,2,22.751472305756856,0.19
14,,Lastname_14,client_14.lastname_14@example.com,104,Store_104,Location_104,203,Product_203,Fashion,Brand_203,301,Street_301,City_301,State_301,80437,1071,2,32.30843497693552,0.16
17,Client_17,Lastname_17,client_17.lastname_17@example.com,107,Store_107,Location_107,204,Product_204,Electronics,Brand_204,309,Street_309,City_309,State_309,93173,1103,5,83.57498675156205,0.02
7,Client_7,Lastname_7,client_7.lastname_7@example.com,108,Store_108,Location_108,210,Product_210,Fashion,Brand_210,306,Street_306,City_306,State_306,75585,1195,2,31.44502476116557,0.19
49,Client_49,Lastname_49,client_49.lastname_49@example.com,106,Store_106,Location_106,208,Product_208,Home,Brand_208,302,Street_302,City_302,State_302,78810,1016,5,23.045865260031103,0.17
4,Client_4,Lastname_4,client_4.lastname_4@example.com,102,Store_102,Location_102,204,Product_204,Fashion,Brand_204,309,Street_309,City_309,State_309,74013,1125,3,35.35871707313876,0.01
1,Client_1,Lastname_1,client_1.lastname_1@example.com,101,Store_101,Location_101,205,Product_205,Electronics,Brand_205,301,Street_301,City_301,State_301,36902,1098,1,20.774831007549984,0.17
35,Client_35,Lastname_35,client_35.lastname_35@example.com,110,Store_110,Location_110,201,Product_201,Electronics,Brand_201,301,Street_301,City_301,State_301,48181,1140,7,64.81788565678897,0.22
26,Client_26,Lastname_26,client_26.lastname_26@example.com,110,Store_110,Location_110,203,Product_203,Electronics,Brand_203,304,Street_304,City_304,State_304,92763,1052,1,87.13651625840757,0.06
49,Client_49,Lastname_49,client_49.lastname_49@example.com,110,Store_110,Location_110,205,,Fashion,Brand_205,301,Street_301,City_301,State_301,96208,1021,7,83.68501880756979,0.01
21,Client_21,Lastname_21,client_21.lastname_21@example.com,107,Store_107,Location_107,208,Product_208,Home,Brand_208,303,Street_303,City_303,State_303,24671,1174,7,73.88023285518933,0.11
1,Client_1,Lastname_1,client_1.lastname_1@example.com,105,Store_105,Location_105,204,Product_204,Fashion,Brand_204,302,Street_302,City_302,State_302,48366,1126,1,81.40069687746332,0.04
19,Client_19,Lastname_19,client_19.lastname_19@example.com,106,Store_106,Location_106,210,Product_210,Home,Brand_210,305,Street_305,City_305,State_305,50287,1074,1,33.2244090499765,0.14
19,Client_19,Lastname_19,client_19.lastname_19@example.com,103,Store_103,Location_103,210,Product_210,Fashion,Brand_210,306,Street_306,City_306,State_306,34513,1148,10,21.425970170983376,0.03
